Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 11:15,0022541,808A86650,0022541,808A86650,1996.81,UK Pound,1996.81,UK Pound,Reinvestment,0
2022/09/01 11:22,0222773,808A850F0,0222773,808A850F0,7.16,UK Pound,7.16,UK Pound,Reinvestment,0
2022/09/01 11:25,005,800096DD0,005,808A8E370,54.98,UK Pound,54.98,UK Pound,Cheque,0
2022/09/01 11:07,005,800096DD0,005,808A8E370,89.16,UK Pound,89.16,UK Pound,Credit Card,0
2022/09/01 11:22,0220572,80772B4C0,0122463,808AA0370,72.84,UK Pound,72.84,UK Pound,Cheque,0
2022/09/01 11:05,0220572,80772B4C0,0122463,808AA0370,19.33,UK Pound,19.33,UK Pound,Credit Card,0
2022/09/01 11:09,0220572,80772B4C0,0122463,808AA0370,3.42,UK Pound,3.42,UK Pound,ACH,0
2022/09/01 11:22,0220572,8083A1C40,0122047,808AA6B30,100.46,UK Pound,100.46,UK Pound,Cheque,0
2022/09/01 11:10,0220572,8083A1C40,0122047,808AA6B30,186.61,UK Pound,186.61,UK Pound,Credit Card,0
2022/09/01 11:00,0122545,808A9C970,0122545,808A9C970,2074.14,UK Pound,2074.14,UK Pound,Reinvestment,0
2022/09/01 11:14,0222268,808292B30,0023370,808AB04C0,129.49,UK Pound,129.49,UK Pound,Cheque,0
2022/09/01 11:14,0222268,808292B30,0023370,808AB04C0,269.70,UK Pound,269.70,UK Pound,ACH,0
2022/09/01 11:18,0020486,807C771F0,0122332,808ABEC20,448.91,UK Pound,448.91,UK Pound,Cheque,0
2022/09/01 11:24,0020486,807C771F0,0122332,808ABEC20,314.99,UK Pound,314.99,UK Pound,Credit Card,0
2022/09/01 11:09,0020486,807C771F0,0122332,808ABEC20,23.61,UK Pound,23.61,UK Pound,Cash,0
2022/09/01 11:26,0020486,807C771F0,0122332,808ABEC20,18.11,UK Pound,18.11,UK Pound,ACH,0
2022/09/01 11:13,0212,800095380,0022422,808ABDBA0,106.20,UK Pound,106.20,UK Pound,Cheque,0
2022/09/01 11:27,0212,800095380,0022422,808ABDBA0,989.15,UK Pound,989.15,UK Pound,Credit Card,0
2022/09/01 11:08,0021568,8082D8C60,0023673,808ACFB40,454.38,UK Pound,454.38,UK Pound,Cheque,0
2022/09/01 11:09,0021568,8082D8C60,0023673,808ACFB40,161.64,UK Pound,161.64,UK Pound,ACH,0
2022/09/01 11:05,0123612,808B09FB0,0123612,808B09FB0,4.32,UK Pound,4.32,UK Pound,Reinvestment,0
2022/09/01 11:02,0120292,808366610,0122047,808B25350,174944.84,UK Pound,174944.84,UK Pound,Cheque,0
2022/09/01 11:04,0120292,808366610,0122047,808B25350,9237.86,UK Pound,9237.86,UK Pound,Credit Card,0
2022/09/01 11:27,0120292,808366610,0122047,808B25350,26737.71,UK Pound,26737.71,UK Pound,Cash,0
2022/09/01 11:27,0120292,808366610,0122047,808B25350,65304.78,UK Pound,65304.78,UK Pound,ACH,0
2022/09/01 11:05,0221765,808377040,0123612,808B34960,9800.17,UK Pound,9800.17,UK Pound,Cheque,0
2022/09/01 11:25,0221765,808377040,0123612,808B34960,4951.03,UK Pound,4951.03,UK Pound,ACH,0
2022/09/01 11:21,0323851,808B3A9D0,0323851,808B3A9D0,2631.14,UK Pound,2631.14,UK Pound,Reinvestment,0
2022/09/01 11:05,0021568,808AB38C0,0122047,808B48E00,168.10,UK Pound,168.10,UK Pound,Cheque,0
2022/09/01 11:21,0021568,808AB38C0,0122047,808B48E00,179.43,UK Pound,179.43,UK Pound,Wire,0
2022/09/01 11:13,0323500,808B43030,0122545,808B55CE0,0.03,UK Pound,0.03,UK Pound,Cheque,0
2022/09/01 11:20,0023776,808B4A670,0023776,808B4A670,14555.89,UK Pound,14555.89,UK Pound,Reinvestment,0
2022/09/01 11:21,0122047,80844EA10,0122047,808B61640,34.01,UK Pound,34.01,UK Pound,Cheque,0
2022/09/01 11:07,0122047,80844EA10,0122047,808B61640,64.88,UK Pound,64.88,UK Pound,Credit Card,0
2022/09/01 11:17,0021568,8076E0E80,0020486,808B61FF0,15413.30,UK Pound,15413.30,UK Pound,Cheque,0
2022/09/01 11:26,0021568,8076E0E80,0020486,808B61FF0,7199.82,UK Pound,7199.82,UK Pound,Credit Card,0
2022/09/01 11:03,0021568,8076E0E80,0020486,808B61FF0,33786.57,UK Pound,33786.57,UK Pound,Cash,0
2022/09/01 11:16,0021568,8076E0E80,0020486,808B61FF0,6740.43,UK Pound,6740.43,UK Pound,ACH,0
2022/09/01 11:02,0121580,808B67200,0121580,808B67200,12.72,UK Pound,12.72,UK Pound,Reinvestment,0
2022/09/01 11:13,0122545,808AE2DA0,0122545,808AE2DA0,3.30,UK Pound,3.30,UK Pound,Reinvestment,0
2022/09/01 11:11,0122545,808B7B8E0,0122545,808B7B8E0,136169.55,UK Pound,136169.55,UK Pound,Reinvestment,0
2022/09/01 11:07,0222819,8089D58C0,0023673,808AB0B80,4013.02,UK Pound,4013.02,UK Pound,Cheque,0
2022/09/01 11:04,0222819,8089D58C0,0023673,808AB0B80,7322.76,UK Pound,7322.76,UK Pound,Credit Card,0
2022/09/01 11:11,070,100428810,0122463,808B7DEE0,417.05,UK Pound,417.05,UK Pound,Cheque,0
2022/09/01 11:24,070,100428810,0122463,808B7DEE0,1084.10,UK Pound,1084.10,UK Pound,Credit Card,0
2022/09/01 11:29,005,80769AD90,0121580,808B83740,41.55,UK Pound,41.55,UK Pound,Cheque,0
2022/09/01 11:02,005,80769AD90,0121580,808B83740,56.66,UK Pound,56.66,UK Pound,Credit Card,0
2022/09/01 11:20,0323916,808B88FA0,0323916,808B88FA0,2948.77,UK Pound,2948.77,UK Pound,Reinvestment,0
2022/09/01 11:00,0022575,8086951A0,0023700,808B53660,2842.81,UK Pound,2842.81,UK Pound,Credit Card,0
2022/09/01 11:11,0022575,8086951A0,0023700,808B53660,203.55,UK Pound,203.55,UK Pound,Cash,0
2022/09/01 11:28,007,808BBF700,007,808BBF700,272735.65,UK Pound,272735.65,UK Pound,Reinvestment,0
2022/09/01 11:06,070,100428810,0023289,808BC3F70,4263.66,UK Pound,4263.66,UK Pound,Cheque,0
2022/09/01 11:17,070,100428810,0023289,808BC3F70,1724.26,UK Pound,1724.26,UK Pound,Cash,0
2022/09/01 11:24,0220541,808734F00,0022575,808BCAEF0,626.55,UK Pound,626.55,UK Pound,Cheque,0
2022/09/01 11:25,0220541,808734F00,0022575,808BCAEF0,1339.96,UK Pound,1339.96,UK Pound,Credit Card,0
2022/09/01 11:27,070,100428810,0123612,808B53010,108.33,UK Pound,108.33,UK Pound,Cheque,0
2022/09/01 11:15,070,100428810,0123612,808B53010,94.16,UK Pound,94.16,UK Pound,Credit Card,0
2022/09/01 11:07,070,100428810,0123612,808B53010,18.29,UK Pound,18.29,UK Pound,Cash,0
2022/09/01 11:24,0222858,808C07690,0222858,808C07690,532172.02,UK Pound,532172.02,UK Pound,Reinvestment,0
2022/09/01 11:25,0123612,808C03DE0,0123612,808C03DE0,14.99,UK Pound,14.99,UK Pound,Reinvestment,0
2022/09/01 11:09,0322804,808C0B450,0322804,808C0B450,11278.36,UK Pound,11278.36,UK Pound,Reinvestment,0
2022/09/01 11:12,0023289,80895AF10,0023370,808C0E3A0,19488.98,UK Pound,19488.98,UK Pound,Cheque,0
2022/09/01 11:20,0121987,808692E90,0023501,808C102E0,165.56,UK Pound,165.56,UK Pound,Cheque,0
2022/09/01 11:02,0121987,808692E90,0023501,808C102E0,187.20,UK Pound,187.20,UK Pound,Credit Card,0
2022/09/01 11:02,0020486,808434F80,0022422,808C11BD0,673.63,UK Pound,673.63,UK Pound,Cheque,0
2022/09/01 11:04,0020486,808434F80,0022422,808C11BD0,3540.11,UK Pound,3540.11,UK Pound,Credit Card,0
2022/09/01 11:17,0122463,808499330,0022091,808C119E0,7526.59,UK Pound,7526.59,UK Pound,Cheque,0
2022/09/01 11:20,0122463,808499330,0022091,808C119E0,1579.41,UK Pound,1579.41,UK Pound,ACH,0
2022/09/01 11:08,0022541,808C14A00,0022541,808C14A00,14.23,UK Pound,14.23,UK Pound,Reinvestment,0
2022/09/01 11:09,0022957,808C2A020,0022957,808C2A020,3576807.66,UK Pound,3576807.66,UK Pound,Reinvestment,0
2022/09/01 11:00,0120292,808C33C40,0120292,808C33C40,121818.14,UK Pound,121818.14,UK Pound,Reinvestment,0
2022/09/01 11:12,0211,807C6ADA0,0122463,808C4FFF0,1766.07,UK Pound,1766.07,UK Pound,Cheque,0
2022/09/01 11:06,0211,807C6ADA0,0122463,808C4FFF0,794.03,UK Pound,794.03,UK Pound,ACH,0
2022/09/01 11:17,070,100428810,0123869,808C6B540,1342.90,UK Pound,1342.90,UK Pound,Cheque,0
2022/09/01 11:13,070,100428810,0123869,808C6B540,3988.31,UK Pound,3988.31,UK Pound,Cash,0
2022/09/01 11:04,0324052,808C7FCC0,0324052,808C7FCC0,10486.80,UK Pound,10486.80,UK Pound,Reinvestment,0
2022/09/01 11:01,0122545,808C80120,0122545,808C80120,6.33,UK Pound,6.33,UK Pound,Reinvestment,0
2022/09/01 11:11,0220572,808C6AD60,0220572,808C6AD60,102480.88,UK Pound,102480.88,UK Pound,Reinvestment,0
2022/09/01 11:16,0123247,808C69570,0123247,808C69570,15.93,UK Pound,15.93,UK Pound,Reinvestment,0
2022/09/01 11:17,0023501,808C5A1E0,0023501,808C5A1E0,742.50,UK Pound,742.50,UK Pound,Reinvestment,0
2022/09/01 11:22,0023331,808C86B60,0023331,808C86B60,5495.40,UK Pound,5495.40,UK Pound,Reinvestment,0
2022/09/01 11:24,0122405,808440D30,0023731,808C894E0,3087.64,UK Pound,3087.64,UK Pound,Cheque,0
2022/09/01 11:15,0122405,808440D30,0023731,808C894E0,507.81,UK Pound,507.81,UK Pound,Cash,0
2022/09/01 11:29,0122405,808440D30,0023731,808C894E0,460.31,UK Pound,460.31,UK Pound,ACH,0
2022/09/01 11:10,0122405,808440D30,0023731,808C894E0,58.98,UK Pound,58.98,UK Pound,Wire,0
2022/09/01 11:18,0121580,808C9D420,0121580,808C9D420,662168.05,UK Pound,662168.05,UK Pound,Reinvestment,0
2022/09/01 11:23,026,807FA48E0,0123612,808CA3E60,22.13,UK Pound,22.13,UK Pound,Cheque,0
2022/09/01 11:25,026,807FA48E0,0123612,808CA3E60,100.93,UK Pound,100.93,UK Pound,Credit Card,0
2022/09/01 11:19,070,100428810,0022155,808CB4C80,600384.60,UK Pound,600384.60,UK Pound,Cheque,0
2022/09/01 11:10,070,100428810,0022155,808CB4C80,17796.16,UK Pound,17796.16,UK Pound,Credit Card,0
2022/09/01 11:22,070,100428810,0022155,808CB4C80,354549.44,UK Pound,354549.44,UK Pound,Cash,0
2022/09/01 11:19,0222268,808298A20,0123247,808CB9520,331.11,UK Pound,331.11,UK Pound,Cheque,0
2022/09/01 11:10,0222268,808298A20,0123247,808CB9520,192.31,UK Pound,192.31,UK Pound,ACH,0
2022/09/01 11:11,0222268,808298A20,0123247,808CB9520,92.35,UK Pound,92.35,UK Pound,Wire,0
2022/09/01 11:14,0222268,808292B30,0023673,808CCBF40,154366.10,UK Pound,154366.10,UK Pound,Cheque,0
2022/09/01 11:19,0222268,808292B30,0023673,808CCBF40,675293.79,UK Pound,675293.79,UK Pound,ACH,0
2022/09/01 11:23,0123247,808CEE3F0,0123247,808CEE3F0,26037.49,UK Pound,26037.49,UK Pound,Reinvestment,0
2022/09/01 11:22,005,808847FB0,0023497,808D7BB70,8036.91,UK Pound,8036.91,UK Pound,Cheque,0
2022/09/01 11:16,0122047,808B02BE0,0122946,808D7F630,1089.32,UK Pound,1089.32,UK Pound,Cheque,0
2022/09/01 11:15,0122047,808B02BE0,0122946,808D7F630,1400.01,UK Pound,1400.01,UK Pound,Credit Card,0
2022/09/01 11:06,0021884,808273B20,0222819,808D83AB0,1033.28,UK Pound,1033.28,UK Pound,Cheque,0
2022/09/01 11:28,0020486,808D89540,0020486,808D89540,986.95,UK Pound,986.95,UK Pound,Reinvestment,0
2022/09/01 11:27,0023731,808D8E9A0,0023731,808D8E9A0,3526507.42,UK Pound,3526507.42,UK Pound,Reinvestment,0
2022/09/01 11:22,0023370,808DA1D80,0023370,808DA1D80,2008.38,UK Pound,2008.38,UK Pound,Reinvestment,0
2022/09/01 11:24,0022541,808454E90,0023673,808D806B0,1176.67,UK Pound,1176.67,UK Pound,Cheque,0
2022/09/01 11:02,0022541,808454E90,0023673,808D806B0,2818.95,UK Pound,2818.95,UK Pound,ACH,0
2022/09/01 11:09,0023501,808CE8800,0222697,808DBE990,2727.48,UK Pound,2727.48,UK Pound,Cheque,0
2022/09/01 11:27,0023501,808CE8800,0222697,808DBE990,874.83,UK Pound,874.83,UK Pound,ACH,0
2022/09/01 11:08,0021884,8084F4F70,0220572,808DC2A40,4139.59,UK Pound,4139.59,UK Pound,Cheque,0
2022/09/01 11:26,0021884,8084F4F70,0220572,808DC2A40,1188.76,UK Pound,1188.76,UK Pound,Credit Card,0
2022/09/01 11:12,0021568,807DEDC10,0122405,808DC37D0,1708179.61,UK Pound,1708179.61,UK Pound,Cheque,0
2022/09/01 11:26,0021568,807DEDC10,0122405,808DC37D0,11159.92,UK Pound,11159.92,UK Pound,Credit Card,0
2022/09/01 11:07,0021568,807DEDC10,0122405,808DC37D0,942505.37,UK Pound,942505.37,UK Pound,Cash,0
2022/09/01 11:15,0021568,807DEDC10,0122405,808DC37D0,144169.74,UK Pound,144169.74,UK Pound,ACH,0
2022/09/01 11:16,0021568,807DEDC10,0122405,808DC37D0,821478.86,UK Pound,821478.86,UK Pound,Wire,0
2022/09/01 11:08,0212,808DC9600,0212,808DC9600,10885.71,UK Pound,10885.71,UK Pound,Reinvestment,0
2022/09/01 11:23,0022422,808CAC6A0,0120292,808DD18A0,1019.54,UK Pound,1019.54,UK Pound,Cheque,0
2022/09/01 11:19,0022422,808CAC6A0,0120292,808DD18A0,371.29,UK Pound,371.29,UK Pound,Cash,0
2022/09/01 11:16,0021568,80838BDB0,0023673,808DDEDD0,238.83,UK Pound,238.83,UK Pound,Cheque,0
2022/09/01 11:18,0021568,80838BDB0,0023673,808DDEDD0,123.65,UK Pound,123.65,UK Pound,Credit Card,0
2022/09/01 11:01,0122332,808DE53A0,0122332,808DE53A0,13544.31,UK Pound,13544.31,UK Pound,Reinvestment,0
2022/09/01 11:29,070,100428810,0022957,808E130C0,1169.61,UK Pound,1169.61,UK Pound,Cheque,0
2022/09/01 11:05,070,100428810,0022957,808E130C0,910.10,UK Pound,910.10,UK Pound,Credit Card,0
2022/09/01 11:04,0021884,808DEE470,0021884,808DEE470,7.65,UK Pound,7.65,UK Pound,Reinvestment,0
2022/09/01 11:01,0023501,808E2A4A0,0023501,808E2A4A0,4.88,UK Pound,4.88,UK Pound,Reinvestment,0
2022/09/01 11:25,0122545,808E2B930,0122545,808E2B930,120.87,UK Pound,120.87,UK Pound,Reinvestment,0
2022/09/01 11:08,0023886,808E357D0,0023886,808E357D0,3.54,UK Pound,3.54,UK Pound,Reinvestment,0
2022/09/01 11:27,0023776,808E461C0,0023776,808E461C0,397.77,UK Pound,397.77,UK Pound,Reinvestment,0
2022/09/01 11:07,0222268,808E5EB50,0222268,808E5EB50,37859.88,UK Pound,37859.88,UK Pound,Reinvestment,0
2022/09/01 11:28,0023776,808C157F0,0023776,808C157F0,10.39,UK Pound,10.39,UK Pound,Reinvestment,0
2022/09/01 11:20,0222697,808E12390,0121580,808E75EE0,39187.57,UK Pound,39187.57,UK Pound,Cheque,0
2022/09/01 11:15,0222697,808E12390,0121580,808E75EE0,14934.57,UK Pound,14934.57,UK Pound,Credit Card,0
2022/09/01 11:12,0222697,808E12390,0121580,808E75EE0,32402.35,UK Pound,32402.35,UK Pound,ACH,0
2022/09/01 11:09,0120292,808E763B0,0120292,808E763B0,41207.97,UK Pound,41207.97,UK Pound,Reinvestment,0
2022/09/01 11:15,0211,808E69EE0,0211,808E69EE0,50890.58,UK Pound,50890.58,UK Pound,Reinvestment,0
2022/09/01 11:05,0220572,807720180,0023331,808EEEBC0,537507.97,UK Pound,537507.97,UK Pound,Cheque,0
2022/09/01 11:02,0220572,807720180,0023331,808EEEBC0,13927.63,UK Pound,13927.63,UK Pound,Credit Card,0
2022/09/01 11:04,0220572,807720180,0023331,808EEEBC0,32281.94,UK Pound,32281.94,UK Pound,Cash,0
2022/09/01 11:12,0220572,807720180,0023331,808EEEBC0,109211.68,UK Pound,109211.68,UK Pound,ACH,0
2022/09/01 11:04,070,100428810,0022422,808EF9DB0,41.44,UK Pound,41.44,UK Pound,Cheque,0
2022/09/01 11:24,070,100428810,0022422,808EF9DB0,116.48,UK Pound,116.48,UK Pound,Credit Card,0
2022/09/01 11:17,0022422,808F01F70,0022422,808F01F70,222.49,UK Pound,222.49,UK Pound,Reinvestment,0
2022/09/01 11:05,0022575,8084A1740,0022091,808F02010,869.41,UK Pound,869.41,UK Pound,Cheque,0
2022/09/01 11:13,0022575,8084A1740,0022091,808F02010,1063.63,UK Pound,1063.63,UK Pound,Credit Card,0
2022/09/01 11:20,0022575,8084A1740,0022091,808F02010,470.89,UK Pound,470.89,UK Pound,ACH,0
2022/09/01 11:01,0211,8090174B0,0211,8090174B0,18905.64,UK Pound,18905.64,UK Pound,Reinvestment,0
2022/09/01 11:25,026,80901AB20,026,80901AB20,43143.75,UK Pound,43143.75,UK Pound,Reinvestment,0
2022/09/01 11:28,0020486,809022640,0020486,809022640,5.86,UK Pound,5.86,UK Pound,Reinvestment,0
2022/09/01 11:25,0023700,809026F60,0023700,809026F60,16373.71,UK Pound,16373.71,UK Pound,Reinvestment,0
2022/09/01 11:23,0122946,809031FD0,0122946,809031FD0,3070.36,UK Pound,3070.36,UK Pound,Reinvestment,0
2022/09/01 11:26,0122545,80A14F9B0,0122545,80A14F9B0,14.81,UK Pound,14.81,UK Pound,Reinvestment,0
2022/09/01 11:29,026,808E714D0,0220572,80AAA3840,3031.35,UK Pound,3031.35,UK Pound,Cheque,0
2022/09/01 11:12,026,808E714D0,0220572,80AAA3840,4132.85,UK Pound,4132.85,UK Pound,Cash,0
2022/09/01 11:26,0022575,80862C460,0221765,80B200E10,125.82,UK Pound,125.82,UK Pound,Cheque,0
2022/09/01 11:16,0022575,80862C460,0221765,80B200E10,425.96,UK Pound,425.96,UK Pound,Credit Card,0
2022/09/01 11:15,001068,803541A50,001068,803541A50,93.59,UK Pound,120.88,US Dollar,ACH,0
2022/09/01 11:15,001068,803541A50,0022155,80B2035A0,93.59,UK Pound,93.59,UK Pound,Cheque,0
2022/09/01 11:27,001068,803541A50,001068,803541A50,180.94,UK Pound,233.71,US Dollar,ACH,0
2022/09/01 11:27,001068,803541A50,0022155,80B2035A0,180.94,UK Pound,180.94,UK Pound,Credit Card,0
2022/09/01 11:09,0122545,80B2026C0,0122545,80B2026C0,2392061.27,UK Pound,2392061.27,UK Pound,Reinvestment,0
2022/09/01 11:20,0212,80872F030,0122332,80B207CE0,183.70,UK Pound,183.70,UK Pound,Cheque,0
2022/09/01 11:19,070,100428810,0023370,80BEA98A0,282.01,UK Pound,282.01,UK Pound,Credit Card,0
2022/09/01 11:24,070,100428810,0023370,80BEA98A0,239.34,UK Pound,239.34,UK Pound,Cash,0
2022/09/01 11:19,0023497,80CEE82E0,0023497,80CEE82E0,44376.07,UK Pound,44376.07,UK Pound,Reinvestment,0
2022/09/01 11:24,070,100428810,0222819,80CF9A730,3392.93,UK Pound,3392.93,UK Pound,Cheque,0
2022/09/01 11:08,0222268,808B07960,0121580,80E22FFC0,450.42,UK Pound,450.42,UK Pound,Cheque,0
2022/09/01 11:16,0023673,808ACFB40,0222697,80E85CCE0,1456.67,UK Pound,1456.67,UK Pound,Cheque,0
2022/09/01 11:17,0023673,808ACFB40,0222697,80E85CCE0,861.68,UK Pound,861.68,UK Pound,Credit Card,0
2022/09/01 11:16,0023673,808ACFB40,0222697,80E85CCE0,665.03,UK Pound,665.03,UK Pound,Cash,0
2022/09/01 11:01,0023673,808ACFB40,0222697,80E85CCE0,805.42,UK Pound,805.42,UK Pound,ACH,0
2022/09/01 11:19,0212,8000497F0,0022957,80EACBE90,54.06,UK Pound,54.06,UK Pound,Cheque,0
2022/09/01 11:03,0212,8000497F0,0022957,80EACBE90,144.14,UK Pound,144.14,UK Pound,Cash,0
2022/09/01 11:04,0023731,808CC2AA0,0023731,808CC2AA0,13.23,UK Pound,13.23,UK Pound,Reinvestment,0
2022/09/01 11:11,0230744,811FA62A0,0230744,811FA62A0,18.58,UK Pound,18.58,UK Pound,Reinvestment,0
2022/09/01 11:16,0023331,808BBE5C0,0220504,8120447B0,4188.79,UK Pound,4188.79,UK Pound,Cheque,0
2022/09/01 11:27,0220504,8120553E0,0220504,8120553E0,11.71,UK Pound,11.71,UK Pound,Reinvestment,0
2022/09/01 11:28,0122946,812057A90,0122946,812057A90,50626.01,UK Pound,50626.01,UK Pound,Reinvestment,0
2022/09/01 11:18,0122946,81205F850,0122946,81205F850,7.75,UK Pound,7.75,UK Pound,Reinvestment,0
2022/09/01 11:16,0022541,812061560,0022541,812061560,14.72,UK Pound,14.72,UK Pound,Reinvestment,0
2022/09/01 11:14,0123247,81207C7B0,0123247,81207C7B0,16.33,UK Pound,16.33,UK Pound,Reinvestment,0
2022/09/01 11:04,0022575,8120906A0,0022575,8120906A0,8.96,UK Pound,8.96,UK Pound,Reinvestment,0
2022/09/01 11:26,0249531,812085590,0249531,812085590,11.43,UK Pound,11.43,UK Pound,Reinvestment,0
2022/09/01 11:12,0021568,80868F9F0,0122463,8120B14B0,1191.47,UK Pound,1191.47,UK Pound,Cheque,0
2022/09/01 11:08,0021568,80868F9F0,0122463,8120B14B0,296.09,UK Pound,296.09,UK Pound,Credit Card,0
2022/09/01 11:16,0351266,812C8F620,0124225,812C8EEC0,53.57,UK Pound,53.57,UK Pound,ACH,0
2022/09/01 11:28,0024224,812C95950,0024224,812C95950,201466.63,UK Pound,201466.63,UK Pound,Reinvestment,0
2022/09/01 11:22,0023731,812CA59A0,0023731,812CA59A0,18.82,UK Pound,18.82,UK Pound,Reinvestment,0
2022/09/01 11:01,0212,800094C70,0023497,812CA9B70,16826.27,UK Pound,16826.27,UK Pound,Cheque,0
2022/09/01 11:03,0212,800094C70,0023497,812CA9B70,17286.68,UK Pound,17286.68,UK Pound,Credit Card,0
2022/09/01 11:26,0212,800094C70,0023497,812CA9B70,45245.07,UK Pound,45245.07,UK Pound,Cash,0
2022/09/01 11:13,0212,800094C70,0023497,812CA9B70,11147.23,UK Pound,11147.23,UK Pound,ACH,0
2022/09/01 11:14,0212,800094C70,0023497,812CA9B70,31182.15,UK Pound,31182.15,UK Pound,Wire,0
2022/09/01 11:04,0020486,812CAAE40,0020486,812CAAE40,501.72,UK Pound,501.72,UK Pound,Reinvestment,0
2022/09/01 11:07,0221765,812CB2E50,0221765,812CB2E50,5091877.43,UK Pound,5091877.43,UK Pound,Reinvestment,0
2022/09/01 11:15,0022575,8088372F0,0249531,812CC13C0,3967.88,UK Pound,3967.88,UK Pound,Cheque,0
2022/09/01 11:25,0022575,8088372F0,0249531,812CC13C0,18713.11,UK Pound,18713.11,UK Pound,Credit Card,0
2022/09/01 11:01,0022575,8088372F0,0249531,812CC13C0,1073.91,UK Pound,1073.91,UK Pound,ACH,0
2022/09/01 11:05,0222268,808374010,0222697,812CC1C20,1105.83,UK Pound,1105.83,UK Pound,Cheque,0
2022/09/01 11:10,0222268,808374010,0222697,812CC1C20,2678.16,UK Pound,2678.16,UK Pound,Cash,0
2022/09/01 11:16,0249531,812CEF560,0249531,812CEF560,622.59,UK Pound,622.59,UK Pound,Reinvestment,0
2022/09/01 11:02,0323104,812CF2EF0,0323104,812CF2EF0,19187.17,UK Pound,19187.17,UK Pound,Reinvestment,0
2022/09/01 11:10,0024224,8137CC3F0,0024224,8137CC3F0,6.61,UK Pound,6.61,UK Pound,Reinvestment,0
2022/09/01 11:08,0022575,8137CED60,0022575,8137CED60,13.20,UK Pound,13.20,UK Pound,Reinvestment,0
2022/09/01 11:19,0120292,80CA20320,0022541,8137D25E0,298928.61,UK Pound,298928.61,UK Pound,Cheque,0
2022/09/01 11:29,0120292,80CA20320,0022541,8137D25E0,1635972.19,UK Pound,1635972.19,UK Pound,Cash,0
2022/09/01 11:18,0020486,807E9A5B0,0022422,8137D7FB0,15368.31,UK Pound,15368.31,UK Pound,Cheque,0
2022/09/01 11:07,0020486,807E9A5B0,0022422,8137D7FB0,5899.33,UK Pound,5899.33,UK Pound,Cash,0
2022/09/01 11:01,0121987,808DC7530,0022575,8137D8780,180.15,UK Pound,180.15,UK Pound,Cheque,0
2022/09/01 11:16,0121987,808DC7530,0022575,8137D8780,201.18,UK Pound,201.18,UK Pound,Credit Card,0
2022/09/01 11:26,0211,808E512E0,0122332,8137DC630,521.22,UK Pound,521.22,UK Pound,Cash,0
2022/09/01 11:24,0211,808E512E0,0122332,8137DC630,295.30,UK Pound,295.30,UK Pound,ACH,0
2022/09/01 11:22,0221765,8137E25C0,0221765,8137E25C0,15.03,UK Pound,15.03,UK Pound,Reinvestment,0
2022/09/01 11:26,0221765,808CE6740,0024224,8137EE930,1154.40,UK Pound,1154.40,UK Pound,Cheque,0
2022/09/01 11:28,0221765,808CE6740,0024224,8137EE930,2649.00,UK Pound,2649.00,UK Pound,Credit Card,0
2022/09/01 11:18,0024224,81380E770,0024224,81380E770,6.04,UK Pound,6.04,UK Pound,Reinvestment,0
2022/09/01 11:14,0122047,8089E2100,0222819,813811B30,787.97,UK Pound,787.97,UK Pound,Cheque,0
2022/09/01 11:08,0023501,8138134D0,0023501,8138134D0,11.34,UK Pound,11.34,UK Pound,Reinvestment,0
2022/09/01 11:28,0020486,808018990,0221765,813818790,119.70,UK Pound,119.70,UK Pound,Cheque,0
2022/09/01 11:00,0020486,808018990,0221765,813818790,48.72,UK Pound,48.72,UK Pound,ACH,0
2022/09/01 11:19,0122047,812074F50,0222819,81381C1C0,69091223.65,UK Pound,69091223.65,UK Pound,Cheque,0
2022/09/01 11:26,0122047,812074F50,0222819,81381C1C0,9268.94,UK Pound,9268.94,UK Pound,Credit Card,0
2022/09/01 11:18,0122047,812074F50,0222819,81381C1C0,156602961.24,UK Pound,156602961.24,UK Pound,Cash,0
2022/09/01 11:07,0122047,812074F50,0222819,81381C1C0,72577169.49,UK Pound,72577169.49,UK Pound,Wire,0
2022/09/01 11:01,0022575,80873A810,0022957,81381F1D0,49461.04,UK Pound,49461.04,UK Pound,Cheque,0
2022/09/01 11:25,0222858,813822EE0,0222858,813822EE0,1899887.33,UK Pound,1899887.33,UK Pound,Reinvestment,0
2022/09/01 11:29,0212,80880C690,0122332,813871080,240.21,UK Pound,240.21,UK Pound,Cheque,0
2022/09/01 11:06,0212,80880C690,0122332,813871080,1105.07,UK Pound,1105.07,UK Pound,Credit Card,0
2022/09/01 11:05,0121987,813894AF0,0121987,813894AF0,16.23,UK Pound,16.23,UK Pound,Reinvestment,0
2022/09/01 11:18,0222268,8138A89F0,0222268,8138A89F0,6143.81,UK Pound,6143.81,UK Pound,Reinvestment,0
2022/09/01 11:02,0122332,81386ED80,0122332,81386ED80,8.93,UK Pound,8.93,UK Pound,Reinvestment,0
2022/09/01 11:00,0022957,8087A2BD0,0022957,8087A2BD0,4.82,UK Pound,4.82,UK Pound,Reinvestment,0
2022/09/01 11:13,0122946,808870F90,0124203,8138BAF10,659.73,UK Pound,659.73,UK Pound,Cheque,0
2022/09/01 11:15,0122946,808870F90,0124203,8138BAF10,1121.73,UK Pound,1121.73,UK Pound,ACH,0
